Image ID,Creator,Short Title,Created:from,Created:to,Uploaded,Image type,Technique,Language,Distribution at time of creation,(Digital) source,Source ID (if applicable),Country of origin,Exact location,Holding institution,Collection,Other copyright holders,Related images,ImgDB ID,Metadata editor
735,unknown,Portrait of Lord George Gordon (with Protestant petition),1780-01-01,1780-12-31,5/16/2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,,GBR,London / Great Britain,British Museum London,The Trustees of the British Museum,The Trustees of The British Museum,,imgs/1780_GBR__735.jpg,monika
736,unknown,Portrait of Lord George Gordon (printed for the Universal Magazine),1780-01-01,1780-12-31,5/16/2014,12,5,5,,http://www.britishmuseum.org/research/collection_online/,,GBR,London / Great Britain,British Museum London,The Trustees of the British Museum,The Trustees of The British Museum,,imgs/1780_GBR__736.jpg,monika
737,unknown,Copia d'vna lettera venvta di Londra dalla Corte della Regina d'Inghilterra,1554-01-01,1554-12-31,5/16/2014,12,5,7,Italy / Great Britain,http://www.bridgemanart.com/,Image number 406261,GBR,Italy,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1554_GBR__737.jpg,monika
738,unknown,Pro Lege / Rege / et Grege. Cum priuilegio Regiae Maiestatis (Coat of Arms),1570-01-01,1570-12-31,5/16/2014,12,5,5,Great Britain and Ireland,,Anonymus: An homilieagaynst disobedience / 1570,GBR,Great Britain,British Library London,The Trustees of the British Museum,Eighteenth Century Collection Online / Cengage Learning,,imgs/1570_GBR__738.jpg,monika
739,unknown,Irish Cattle Raid on an English Plantation,1581-01-01,1581-12-31,5/16/2014,12,1,5,Great Britain and Ireland,http://www.bridgemanart.com/,XJF 206122,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,imgs/1581_GBR__739.png,monika
740,John Derricke,Sidney and the English army,1581-01-01,1581-12-31,5/16/2014,12,5,5,Great Britain and Ireland,http://www.bridgemanart.com/,XJF 105468,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1581_GBR__740.png,monika
741,Friedrich van Hulsen,The Irish chieftain receives the priest's blessing,1580-01-01,1660-12-31,5/16/2014,12,5,5,Great Britain and Ireland,http://www.bridgemanart.com/,XJF 120799,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1580_GBR__741.png,monika
742,unknown,Rebellion / the effect of monasteries,Rebellion / the effect of monasteries, Somerville's haste to kill the Queen,1656-12-31,5/16/2014 20:05,5/16/2014,12,1,5,Great Britain and Ireland,http://www.bridgemanart.com/,406261,GBR,Great Britain,British Museum London,The Trustees of the British Museum,,monika
743,unknown,The Rebellion of Northumberland and Westmoreland,1500-01-01,1699-12-31,5/16/2014,12,1,5,Great Britain and Ireland,http://www.bridgemanart.com/,406261,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1500_GBR__743.png,monika
744,anonymus,Repulsion of peasant troops trying to storm Linz / 21 July 1626,1626-01-01,1626-12-31,5/18/2014,12,1,2,,Paas / John Roger: The German political broadsheet / 1600-1700 / v.4 / p.237 (P-1104),,DEU,Augsburg / Wilhelm Peter Zimmermann (Printer),Stadtarchiv Ulm / Orte im Ausland Nr.85 (?? nach Paas),,,,imgs/1626_DEU__744.jpg,m.griesse
745,anonymous,Peasant siege of Enns thwarted by Colonel Hans Christoph von Löbl / end of July 1626,1626-01-01,1626-12-31,5/22/2014,12,1,2,,Paas / John Roger: The German political broadsheet / 1600-1700 / v.4 / p.239 (P-1106),,DEU,? printing place not visible,,,,Text below picture is reproduced in Hartmann / Historische Volkslieder und Zeitgedichte... / vol 1 / no.47.,imgs/1626_DEU__745.jpg,m.griesse
747,unknown,A Jesuit Displayed,1682-01-01,1682-12-31,5/26/2014,12,1,5,Great Britain,,,GBR,Great Britain,,,Bridgeman Art Library,,imgs/1682_GBR__747.jpg,monika
748,unknown,The Papist Powder Treason,1605-01-01,1660-12-31,5/26/2014,12,1,5,Great Britain,,,GBR,Great Britain,,,Bridgeman Art Library,,imgs/1605_GBR__748.gif,monika
749,unknown,Female figure personifying Portugal,1645-01-01,1645-12-31,5/27/2014,12,5,5,Great Britain and Ireland,http://www.bpi1700.org.uk OR http://www.britishmuseum.org,Order Ref.: AN121059001,GBR,Great Britain,British Museum London,,Copyright The Trustees of The British Museum,,imgs/1645_GBR__749.jpg,monika
750,Payne,Title-page to Wither: Britain's Remembrancer,1628-01-01,1628-12-31,5/27/2014,12,5,5,Great Britain and Ireland,http://www.bpi1700.org.uk,bpi7241,GBR,Great Britain,Victoria and Albert Museum,Victoria and Albert Museum,Victoria and Albert Museum,,imgs/1628_GBR__750.jpg,monika
751,Elstrack,Title-page to Marc Antonio de Dominis / De Republica Ecclesiastica,1617-01-01,1617-12-31,5/27/2014,12,5,5,Great Britain and Ireland,http://www.bpi1700.org.uk OR http://www.britishmuseum.org,Order Ref.: AN118361001,GBR,Great Britain,British Museum London,The Trustees of The British Museum,The Trustees of The British Museum,,imgs/1617_GBR__751.jpg,monika
752,Elstrack,Title-page to d'Avity: The Estates / Empires and Principallities of the World,1615-01-01,1615-12-31,5/27/2014,12,5,5,Great Britain and Ireland,http://www.bpi1700.org.uk,bpi302,GBR,London / Great Britain,British Museum London,The Trustees of The British Museum,The Trustees of The British Museum,,imgs/1615_GBR__752.jpg,monika
753,Sturt,Title-page to Bohun: Geographical dictionary,1688-01-01,1688-12-31,5/27/2014,12,5,5,Great Britain and Ireland,http://www.bpi1700.org.uk OR http://www.britishmuseum.org,bpi3887,GBR,London / Great Britain,British Museum London,The Trustees of the British Museum,The Trustees of The British Museum,,imgs/1688_GBR__753.jpg,monika
754,Somer,Massacre of the Innocents,1674-01-01,1694-12-31,5/27/2014,12,5,5,Great Britain and Ireland,http://www.bpi1700.org.uk OR http://www.britishmuseum.org,bpi2037,GBR,Great Britain,British Museum London,The Trustees of the British Museum,The Trustees of The British Museum,,imgs/1674_GBR__754.jpg,monika
755,Sturt,Title-page to Miege: The new state of England,1691-01-01,1691-12-31,5/27/2014,12,5,5,Great Britain and Ireland,http://www.bpi1700.org.uk OR http://www.britishmuseum.org,bpi1865,GBR,Great Britain,British Museum London,The Trustees of the British Museum,The Trustees of The British Museum,,imgs/1691_GBR__755.jpg,monika
756,White,The Royal Gift of Healing,1684-01-01,1684-12-31,5/27/2014,12,5,5,Great Britain and Ireland,http://www.bpi1700.org.uk OR http://www.britishmuseum.org,bpi1949,GBR,Great Britain,British Museum London,The Trustees of the British Museum,The Trustees of The British Museum,,imgs/1684_GBR__756.jpg,monika
757,William Hogarth,Sarah Malcolm Executed in Fleet street / March ye 7th 1732,1733-01-01,1733-12-31,5/27/2014,12,1,5,,Museum catalogue on William Hogarth / p. 183,Museum catalogue on William Hogarth / p. 183,GBR,London / Great Britain,London,,,,imgs/1733_GBR__757.jpg,monika
758,James Thornhill,A murderer,1724-01-01,1724-12-31,5/27/2014,1,1,5,,Museum catalogue on William Hogarth / p. 183,Museum catalogue on William Hogarth / p. 183,GBR,London / Great Britain,,,,,imgs/1724_GBR__758.jpg,monika
759,William Ward,The age of sensitibility,1766-01-01,1826-12-31,5/27/2014,12,1,13,,,,GBR,Great Britain,,,,,imgs/1766_GBR__759.jpg,monika
760,anonymus,Bellum Austriacorum Rusticorum supra Anasum Anno 1626,1626-01-01,1626-12-31,5/29/2014,12,1,2,Bibliothèque Mazarine,Paas / John Roger: The German political broadsheet / 1600-1700 / v.4 / p.249 (P-1116).,,AUT,,,,,,imgs/1626_AUT__760.jpg,m.griesse
761,Unknown,Stepan Razin,1671-01-01,1671-12-31,5/29/2014,12,1,1,,http://historydoc.edu.ru/catalog.asp?cat_ob_no=12193&ob_no=14101,,RUS,,A. Pushkin Memorial Museum / St. Petersburg,,,,imgs/1671_RUS__761.jpg,gleb
762,Lucas Kilian,False Dmitriy,1606-01-01,1607-12-31,5/29/2014,12,1,1,,,,RUS,Augsburg,,,,,imgs/1606_RUS__762.jpg,gleb
763,unknown,Razin's execution,1671-01-01,1673-12-31,6/13/2014,1,1,9,,RA / Livonica II / Band 180 (Briefe von Simon Grundel Helmfelt an Königl. Maj. / 1671-73),,RUS,,,,,,imgs/1671_RUS__763.jpg,m.griesse
764,Olearius / Adam,Das Moscovitische Schloß von hinten,1663-01-01,1663-12-31,07.05.2014,12,1,2,,http://ids.lib.harvard.edu/ids/view/44067992?buttons=y,Adam Olearii Auszführliche Beschreibung der kundbaren Reyse nach Muscow und Persien: so durch Gelegenheit einer Holsteinischen Gesandschafft von Gottorff ausz an Michael Fedorowitz den grossen Zaar,DEU,,,,,,imgs/1663_DEU__764.jpg,m.griesse
765,Weissenbruch / Johann Benjamin / Dr. jur.,Ausführliche Relation von der famosen Ziegeuner-Diebs- Mord- und Rauberbande,1727-01-01,1727-12-31,07.07.2014,12,1,2,,M.G. Schmitz: Der Justiz-Skandal am Peinlichen Gericht zu Giessen: „Ausführliche Relation von der famosen Ziegeuner-Diebs- Mord- und Rauber-Bande“ (1727) von Dr. jur. Johann Benjamin Weissenbruch.,,DEU,,,,,,imgs/1727_DEU__765.jpg,m.griesse
766,Gaspar Bouttats,Assassination of Henry IV,1660-01-01,1696-12-31,07.09.2014,12,1,3,,http://www.npg.org.uk/collections/search/portrait.php?search=ap&npgno=D16394&eDate=&lDate=,,NLD,,National Portrait Gallery / London: NPG D16394,,,,imgs/1660_NLD__766.jpg,m.griesse
767,Gaspar Bouttats,Maria Stuart Coningnine van Schotlandt wordt ... onthalst,1675-01-01,1685-12-31,07.09.2014,12,1,3,,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=3098376&partId=1,,AFG,published in London,British Museum  (Museum Number 1889 /0517.16),,,,imgs/1675_AFG__767.jpg,m.griesse
768,William Hogarth,The execution of the idle apprentice at Tyburn,1795-01-01,1795-12-31,07.09.2014,12,2,5,Great Britain,Museum catalogue on William Hogarth / p. 188,Museum catalogue on William Hogarth / p. 188,GBR,Great Britain,London,,,,imgs/1795_GBR__768.jpeg,monika
769,W. Wilde (printer),Title-page to 'Defenders of the Protestant Faith',1689-01-01,1689-12-31,07.09.2014,12,5,5,Great Britain,Eighteenth Century Books Online,,GBR,London / Great Britain,,,Eighteenth Century Books Online,,imgs/1689_GBR__769.gif,monika
770,Sir Robert Strange,Currency notes for Charles Edward Stuart,1746-01-01,1746-12-31,07.09.2014,12,1,13,,,,GBR,Scotland,National Library of Scotland,National Library of Scotland,National Library of Scotland,,imgs/1746_GBR__770.jpg,monika
771,unknown,Monument for James II errected at Scotch College in Paris,1703-01-01,1703-12-31,07.09.2014,12,1,13,,,,GBR,Scotland,National Library of Scotland,National Library of Scotland,National Library of Scotland,,imgs/1703_GBR__771.jpg,monika
772,unknown,Royal Arms of Scotland (Jacobite or anti-unionist),1700-01-01,1750-12-31,07.09.2014,12,1,1,,,,GBR,Scotland,National Library of Scotland,National Library of Scotland,National Library of Scotland,,imgs/1700_GBR__772.jpg,monika
773,unknown,Arms of James / Duke of Monmouth and Buccleuch / as designed in 1663,1685-01-01,1700-12-31,07.09.2014,1,1,6,,,,GBR,Scotland,National Library of Scotland,National Library of Scotland,National Library of Scotland,,imgs/1685_GBR__773.jpg,monika
774,Luke Sullivan after Augustin Heckel,Battle of Culloden,1746-01-01,1746-12-31,07.09.2014,12,1,5,Great Britain,,,GBR,Great Britain,National Library of Scotland,National Library of Scotland,National Library of Scotland,,imgs/1746_GBR__774.jpg,monika
775,unknown,An Exact View of the Battle of Culloden,1746-01-01,1746-12-31,07.09.2014,12,1,5,Great Britain,,,GBR,Great Britain,National Library of Scotland,National Library of Scotland,National Library of Scotland,,imgs/1746_GBR__775.jpg,monika
776,unknown,William Augustus / Duke of Cumberland / as victorious general,1747-01-01,1747-12-31,07.09.2014,12,1,6,Great Britain,,,GBR,Great Britain,National Library of Scotland,National Library of Scotland,National Library of Scotland,,imgs/1747_GBR__776.jpg,monika
777,unknown,An exact view of Glorious Victory obtained over the rebels,1746-01-01,1746-12-31,07.09.2014,12,1,5,Great Britain,,,GBR,Great Britain,National Library of Scotland,National Library of Scotland,National Library of Scotland,,imgs/1746_GBR__777.jpg,monika
778,unknown,Prince Charles Edward Stuart surrounded by figures depicting the hopelessness of his cause,1745-01-01,1750-12-31,07.09.2014,12,1,1,,,,GBR,Edinburgh,National Library of Scotland,Jacobite Prints and Broadsides Online (NLS),National Library of Scotland,,imgs/1745_GBR__778.jpg,monika
779,unknown,A Remonstrance concerning the Present Troubles,1640-01-01,1640-12-31,07.09.2014,12,6,5,Great Britain,www.bridgemanart.com,Image number 465186,GBR,Great Britain,British Library London,,Bridgeman Art Library,,imgs/1640_GBR__779.jpg,monika
780,unknown,Whereunto is added by his CHARACTER,1678-01-01,1678-12-31,07.09.2014,12,1,5,Great Britain,www.bridgemanart.com,Image number 380469,GBR,Great Britain,British Library London,,Bridgeman Art Library,,imgs/1678_GBR__780.jpg,monika
781,unknown,The Scots Act of Parliament / Settling the Succession on Her Majesty Queen Anne,1689-01-01,1689-12-31,07.09.2014,12,6,5,Great Britain,www.bridgemanart.com,Image number 354291,GBR,Great Britain,British Library London,,Bridgeman Art Library,,imgs/1689_GBR__781.jpg,monika
782,unknown,How the Calvinist spirit attacks the Holy Roman Empire and the Catholic Church,1550-01-01,1600-12-31,07.09.2014,12,1,2,,www.bridgemanart.com,Image number 330511,DEU,Germany,,,Bridgeman Art Library,,imgs/1550_DEU__782.jpg,monika
783,unknown,The Sucklington Faction: or (Sucklings) Roaring Boyes,1641-01-01,1641-12-31,07.09.2014,12,1,5,Great Britain,www.bridgemanart.com,Image number 752191,GBR,Great Britain,British Library London,,Bridgeman Art Library,,imgs/1641_GBR__783.jpg,monika
784,unknown,A Hymn to the Pillory (Daniel Defoe),1703-01-01,1703-12-31,07.09.2014,12,6,13,,www.bridgemanart.com,Image number 440665,GBR,Great Britain,,,Bridgeman Art Library,,imgs/1703_GBR__784.jpg,monika
785,unknown,Daniel Defoe in the pillory,01.01.1923,12/31/1923,07.09.2014,12,5,13,Great Britain,www.bridgemanart.com,Image number 373536,GBR,Great Britain,,,Bridgeman Art Library,,imgs/1923_GBR__785.jpg,monika
786,unknown,Stubbs has his hand cut off in 1521,01.01.1923,12/31/1923,07.09.2014,12,5,13,Great Britain,www.bridgemanart.com,Image number 373536,GBR,Great Britain,,,Bridgeman Art Library,,imgs/1923_GBR__786.jpg,monika
787,unknown,The burning of Blount's pamphlet by the hangman in 1693,01.01.1923,12/31/1923,07.09.2014,12,5,13,Great Britain,www.bridgemanart.com,Image number 373532,GBR,Great Britain,,,Bridgeman Art Library,,imgs/1923_GBR__787.jpg,monika
788,unknown,Pillory at Charlestown,1767-01-01,1767-12-31,07.09.2014,12,1,5,New England,www.bridgemanart.com,Image number 367752,GBR,Boston / United States,,,Bridgeman Art Library,,imgs/1767_GBR__788.jpg,monika
789,unknown,The Divine and Infernal Carriage of Andreas Karlstadt,1519-01-01,1600-12-31,07.09.2014,12,1,2,Germany,www.bridgemanart.com,Image number 330541,GBR,Germany,,,Bridgeman Art Library,,imgs/1519_GBR__789.jpg,monika
790,unknown,Handbill on the occasion of the release of Munich's hostages from the Swedish,1635-01-01,1637-12-31,07.09.2014,12,1,2,Germany,www.bridgemanart.com,Image number 294387,DEU,Germany,,,Bridgeman Art Library,,imgs/1635_DEU__790.jpg,monika
791,unknown,Battle of Dessau Bridge on 25th April / 1626,1627-01-01,1627-12-31,07.09.2014,12,1,2,Germany,www.bridgemanart.com,Image number 294376,DEU,Germany,Deutsches Historisches Museum / Berlin / Germany,Deutsches Historisches Museum / Berlin / Germany,Bridgeman Art Library,,imgs/1627_DEU__791.jpg,monika
792,unknown,The Prague Execution,1621-01-01,1621-12-31,07.09.2014,12,1,2,Germany,www.bridgemanart.com,Image number 294375,GBR,Germany,Deutsches Historisches Museum / Berlin / Germany,Deutsches Historisches Museum / Berlin / Germany,Bridgeman Art Library,,imgs/1621_GBR__792.jpg,monika
793,unknown,The Prague Execution,1621-01-01,1621-12-31,07.09.2014,12,1,2,Germany,www.bridgemanart.com,Image number 294347,DEU,Germany,Deutsches Historisches Museum / Berlin / Germany,Deutsches Historisches Museum / Berlin / Germany,Bridgeman Art Library,,imgs/1621_DEU__793.jpg,monika
794,unknown,Title page of a pamphlet calling for the emancipation of African slaves,1776-01-01,1776-12-31,07.09.2014,12,6,5,New England,www.bridgemanart.com,Image number 248864,GBR,United States,Private Collection,private,Bridgeman Art Library,,imgs/1776_GBR__794.jpg,monika
795,unknown,Notices for Chartist Meetings in the 'Midland Counties Illuminator' / 15 May 1841,1841-01-01,1841-12-31,07.09.2014,12,6,5,,www.bridgemanart.com,Image number 105420,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,imgs/1841_GBR__795.jpg,monika
796,unknown,a mock procession through London of the Pope / the Devil / the Old Pretender,1717-01-01,1717-12-31,07.09.2014,12,5,5,,www.bridgemanart.com,Image Number 465183,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,imgs/1717_GBR__796.jpg,monika
797,William Hogarth,The Battle of the Pictures,1745-01-01,1745-12-31,07.09.2014,12,1,13,,www.bridgemanart.com,Image Number 451208,GBR,London / Great Britain,The Stapleton Collection,The Stapleton Collection,,,imgs/1745_GBR__797.jpg,monika
798,unknown,Marie Stuard French,1625-01-01,1695-12-31,07.10.2014,1,1,13,,,,DEU,,,,,,imgs/1625_DEU__798.jpg,monika
799,unknown,Marie Stuard French,1525-01-01,1525-12-31,07.10.2014,1,1,13,,,,DEU,,,,,,imgs/1525_DEU__799.jpg,monika
800,unknown,An allegory of the events surrounding King Charles I,1625-01-01,1692-12-31,07.10.2014,12,1,5,,,,GBR,,,,,,imgs/1625_GBR__800.png,monika
801,unknown,Arrest of Guy Fawkes,1500-01-01,1699-12-31,07.10.2014,12,1,5,,,,GBR,,,,,,imgs/1500_GBR__801.png,monika
802,Gaspar Boutatts,Execution of the Jacobite Lords,1746-01-01,1746-12-31,07.10.2014,12,1,5,,,,GBR,,,,,,imgs/1746_GBR__802.png,monika
803,Gaspar Boutatts,EnglIsh Protestants being drowned by Irish Catholics during the Irish Rebellion,1865-01-01,1865-12-31,07.10.2014,12,1,5,,,,GBR,,,,,,imgs/1865_GBR__803.png,monika
804,unknown,Illustrations on the English Civil War,1641-01-01,1642-12-31,07.10.2014,12,1,5,,,,GBR,,,,,,imgs/1641_GBR__804.png,monika
805,unknown,Elizabethan Revolts,1500-01-01,1699-12-31,07.10.2014,12,1,5,,,,GBR,,,,,,imgs/1500_GBR__805.png,monika
806,unknown,Tomb of Maria Clementina Sobieska,01.01.1978,12/31/1978,07.10.2014,12,1,5,,,,GBR,,,,,,imgs/1978_GBR__806.jpg,monika
807,unknown,The last stand of the Gunpowder Conpirators,1606-01-01,1606-12-31,07.10.2014,12,1,5,,,,GBR,,,,,,imgs/1606_GBR__807.png,monika
808,unknown,The Rebellion of Northumberland and Westmoreland,1500-01-01,1699-12-31,07.10.2014,12,1,3,,,,NLD,,,,,,imgs/1500_NLD__808.png,monika
809,unknown,The History of the Mongols,1501-01-01,1501-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,MNG,,,,Bridgeman Art Library,,imgs/1501_MNG__809.jpg,monika
810,unknown,Brunhild Enters Worms,1401-12-31,07.11.2014 23:11,07.11.2014,1,5,13,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1401_DEU__810.jpg,monika
811,Heinrich Steiner,Page of Martin Luther's translation of the Bible,1535-01-01,1535-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1535_DEU__811.jpg,monika
812,unknown,Decrees of Kings of Anglo-Saxon and Norman England,1301-01-01,1301-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,GBR,,,,Bridgeman Art Library,,imgs/1301_GBR__812.jpg,monika
813,Golden Fleece,Duke Charles le Temeraire in the midst of his court with the Knights,1473-01-01,1473-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,GBR,,,,Bridgeman Art Library,,imgs/1473_GBR__813.jpg,monika
814,Breviarium Grimani,Month of October Sowing,1515-01-01,1515-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,GBR,,,,Bridgeman Art Library,,imgs/1515_GBR__814.jpg,monika
815,Graefin Dorothea,The Feeding of the Five Thousand_Prayerbook,1551-01-01,1551-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1551_DEU__815.jpg,monika
816,unknown,Folios from the Rothschild Book of Hours,1505-01-01,1505-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,GBR,,,,Bridgeman Art Library,,imgs/1505_GBR__816.jpg,monika
817,unknown,Emperor of the West in combat with his brothers Louis,1301-01-01,1301-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1301_DEU__817.jpg,monika
818,unknown,Persian History of Genghis Khan,1596-01-01,1596-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1596_DEU__818.jpg,monika
820,unknown,Manuscript illumination of the Hanse Port of Hamburg,1570-01-01,1570-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1570_DEU__820.jpg,monika
821,unknown,The Death of Charlemagne,1401-01-01,1401-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,FRA,,,,Bridgeman Art Library,,imgs/1401_FRA__821.jpg,monika
822,Peter Lombard,The Coronation of Frederick I,1155-01-01,1155-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1155_DEU__822.jpg,monika
823,Renaud de Montauban,Renaud de Montauban and Charlemagne,1401-01-01,1401-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,FRA,,,,Bridgeman Art Library,,imgs/1401_FRA__823.jpg,monika
824,Elias Nezami,Khosro before Shirin's Palace,1176-01-01,1176-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,FRA,,,,Bridgeman Art Library,,imgs/1176_FRA__824.jpg,monika
825,Salomon Trismosin,Alchemists searching for gold / the First Parable,1582-01-01,1582-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1582_DEU__825.jpg,monika
826,Salomon Trismosin,Young king in a flask / the Fourth Treatise,1582-01-01,1582-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1582_DEU__826.jpg,monika
827,Salomon Trismosin,Women engaged in laundry / the Fifth Treatise,1582-01-01,1582-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1582_DEU__827.jpg,monika
828,unknown,Crusaders Besieging Damascus,1490-01-01,1490-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,NLD,,,,Bridgeman Art Library,,imgs/1490_NLD__828.jpg,monika
829,unknown,Notitia Utraque / Basle / Froben,1501-01-01,1501-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1501_DEU__829.jpg,monika
830,unknown,a breviary with an illumination of St. Andreas,1501-01-01,1525-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1501_DEU__830.jpg,monika
831,unknown,a breviary,1501-01-01,1525-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1501_DEU__831.jpg,monika
832,unknown,Plaque Aeneas and Sybil in the Underworld,1530-01-01,1530-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,FRA,,,,Bridgeman Art Library,,imgs/1530_FRA__832.jpg,monika
833,unknown,The Arrival of Vasco da Gama,1498-05-20,1498-05-20,07.11.2014,1,5,13,,www.bridgemanart.com,,IND,,,,Bridgeman Art Library,,imgs/1498_IND__833.jpg,monika
834,unknown,The Capture of Calais,1558-01-01,1558-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,FRA,,,,Bridgeman Art Library,,imgs/1558_FRA__834.jpg,monika
835,Elias Nezami,The Death of Shirin,1504-01-01,1504-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,FRA,,,,Bridgeman Art Library,,imgs/1504_FRA__835.jpg,monika
836,unknown,page of the second,1401-01-01,1401-12-31,07.11.2014,1,5,13,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1401_DEU__836.jpg,monika
837,unknown,Johann Friedrich Struensee and Enevold Brandt are beheaded in Copenhagen on 4/28 1772,1772-01-01,1772-12-31,7/14/2014,12,1,12,,http://upload.wikimedia.org/wikipedia/commons/9/90/Henrettelsen_af_de_tvende_Grever_Struensee_og_Brandt_object189.jpg,,DNK,,,,,,imgs/1772_DNK__837.jpg,m.griesse
838,unknown,The Beheading of Queen Anne Bullen [Boleyn],1536-01-01,1600-12-31,7/14/2014,1,1,5,,http://www.luminarium.org/encyclopedia/anne-boleyn-execution.jpg,,GBR,,,,,,imgs/1536_GBR__838.jpg,m.griesse
839,Joen Petri Klint.,Nils Dacke's severed head (1543),1543-01-01,1560-12-31,08.05.2014,12,1,4,,http://en.wikipedia.org/wiki/Nils_Dacke#mediaviewer/File:NilsDackeshuvud.JPG,,SWE,In 16th century chronicle by Joen Petri Klint,,,,,imgs/1543_SWE__839.jpg,m.griesse
840,unknown,Pettycoat Influence,1760-01-01,1763-12-31,10.09.2014,12,4,5,,,,GBR,from: The British Antidote,,,,,imgs/1760_GBR__840.jpg,monika
841,unknown,[Scot burnt at the stake],1760-01-01,1763-12-31,10.09.2014,12,4,5,,,,GBR,from: The British Antidote,,,,,imgs/1760_GBR__841.jpg,monika
842,unknown,untitled (Tyburn Interview),1760-01-01,1763-12-31,10.09.2014,12,4,5,,,,GBR,from: The British Antidote,,,,,imgs/1760_GBR__842.jpg,monika
843,unknown,We are all come (Scotch Coal),1760-01-01,1763-12-31,10.09.2014,12,4,5,,,,GBR,from: The British Antidote,,,,,imgs/1760_GBR__843.jpg,monika
844,unknown,The Scotch Hurdy Gurdy,1760-01-01,1763-12-31,10.09.2014,12,4,5,,,,GBR,from: The British Antidote,,,,,imgs/1760_GBR__844.jpg,monika
845,unknown,Within,1760-01-01,1763-12-31,10.09.2014,12,4,5,,,,GBR,from: The British Antidote,,,,,imgs/1760_GBR__845.jpg,monika
846,unknown,The Highland Seer / or Political Vision,1760-01-01,1763-12-31,10.09.2014,12,4,5,,,,GBR,from: The British Antidote,,,,,imgs/1760_GBR__846.jpg,monika
847,unknown,The Scotch Idol,1760-01-01,1763-12-31,10.09.2014,12,4,5,,,,GBR,from: The British Antidote,,,,,imgs/1760_GBR__847.jpg,monika
848,unknown,Patriotism Triumphant,1760-01-01,1763-12-31,10.09.2014,12,4,5,,,,GBR,from: The British Antidote,,,,,imgs/1760_GBR__848.jpg,monika
849,unknown,The Congress,1760-01-01,1763-12-31,10.09.2014,12,4,5,,,,GBR,from: The British Antidote,,,,,imgs/1760_GBR__849.jpg,monika
850,unknown,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 166,1660-01-01,1660-12-31,11.08.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum,,
851,unknown,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 166,1660-01-01,1702-12-31,11.08.2014,12,1,2,,,,AFG,,,,,,imgs/1660_AFG__851.jpg,m.griesse
